FAUX;Peter;Knüsel;m;LU;CN;;Membre;Parti radical-démocratique suisse;1928-12-02;1902-12-01;
FAUX;Karl;Kobelt;m;SG;CF;;;Parti radical-démocratique suisse;1954-12-31;1940-12-10;
FAUX;Karl;Kobelt;m;SG;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1940-12-10;1939-12-04;
FAUX;Felix;Koch;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1918-07-28;1917-12-03;
FAUX;Josef Anton;Koch;m;TG;CN;;Membre;Grutléens;1898-06-08;1890-12-02;
FAUX;Ursula;Koch;f;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;2000-05-10;1999-12-06;
FAUX;Alphons;Koechlin;m;BS;CE;Centre;Membre;Juste milieu/Zentrum (BS);1875-12-06;1866-07-03;
FAUX;Alphons;Koechlin;m;BS;CE;Centre;Membre;Juste milieu/Zentrum (BS);1875-12-06;1866-07-03;
FAUX;Alphons;Koechlin;m;BS;CE;Centre;Président(e);Juste milieu/Zentrum (BS);1875-12-06;1866-07-03;
FAUX;Carl;Koechlin;m;BS;CN;;Membre;Parti libéral suisse;1902-11-30;1897-06-09;
FAUX;Peter;Kofmel;m;SO;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1995-12-04;
FAUX;Simon;Kohler;m;BE;CN;Groupe radical-démocratique;Président(e);Parti radical-démocratique suisse;1975-11-30;1959-12-07;
FAUX;Friedrich S.;Kohler;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1851-12-01;1848-11-07;
FAUX;Simon;Kohler;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1975-11-30;1959-12-07;
FAUX;Walter;Kohler;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1947-11-30;1938-06-23;
FAUX;Raoul;Kohler;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1991-11-24;1971-11-29;
FAUX;Pierre;Kohler;m;JU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2007-12-02;2003-12-01;
FAUX;Johann Baptist;Kölbener;m;AI;CE;Gauche;Membre;Libéral;1865-09-08;1865-07-04;
FAUX;Johann Anton;Kölbener;m;AI;CE;Inconnu;Membre;Libéral;1868-10-13;1866-02-20;
FAUX;Arnold;Koller;m;AI;CN;Groupe démocrate-chrétien;Président(e);Parti démocrate-chrétien suisse;1986-12-31;1971-11-29;
FAUX;Arnold;Koller;m;AI;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1986-12-31;1971-11-29;
FAUX;Karl Aug.;Koller;m;ZH;CN;;Membre;Parti radical-démocratique suisse;1919-11-01;1907-09-16;
FAUX;Arnold;Koller;m;AI;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1986-12-31;1971-11-29;
FAUX;Arnold;Koller;m;AI;CF;;;Parti démocrate-chrétien suisse;1999-04-30;1986-12-10;
FAUX;Gabriel;Kolly;m;FR;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1963-12-01;1960-12-05;
FAUX;Bernhard;König;m;BE;CN;Groupe républicain et national;Membre;Groupe républicain et national;1975-11-30;1972-02-28;
FAUX;Karl Gustav;König;m;BE;CE;Non inscrit;Membre;Indéfinissable;1868-11-02;1867-03-02;
FAUX;Richard;König;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1934-06-01;1919-12-01;
FAUX;Gustav;König;m;BE;CN;Groupe libéral démocrate;Membre;Conservateurs démocrate;1917-12-02;1908-06-01;
FAUX;Walter;König;m;ZH;CN;Groupe indépendant;Membre;Alliance des Indépendants;1979-11-25;1959-12-07;
FAUX;Walter;König;m;ZH;CN;Groupe indépendant;Membre;Alliance des Indépendants;1955-12-04;1951-12-03;
FAUX;Walter;König;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1965-10-01;1959-12-07;
FAUX;Bernhard;König;m;BE;CN;Non inscrit;Membre;Groupe républicain et national;1975-11-30;1972-02-28;
FAUX;Jochen Ulrich;Könz;m;GR;CE;Gauche;Membre;Libéral;1873-06-02;1872-07-02;
FAUX;Alois;Kopp;m;LU;CE;;Membre;Conservateurs;1879-03-02;1871-07-04;
FAUX;Alois;Kopp;m;LU;CE;;Membre;Conservateurs;1879-03-02;1871-07-04;
FAUX;Jakob;Kopp;m;LU;CN;Centre;Membre;Libéral;1854-12-04;1848-11-07;
FAUX;Elisabeth;Kopp;f;ZH;CF;;;Parti radical-démocratique suisse;1989-01-12;1984-10-02;
FAUX;Alois;Kopp;m;LU;CE;;Président(e);Conservateurs;1879-03-02;1871-07-04;
FAUX;Alois;Kopp;m;LU;CN;;Membre;Conservateurs;1859-11-02;1851-12-02;
FAUX;Elisabeth;Kopp;f;ZH;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1984-10-02;1979-11-26;
VRAI;Roger;Köppel;m;ZH;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Hans;Korner;m;LU;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1968-12-11;1963-12-02;
FAUX;Fritz;Krauchthaler;m;BE;CE;Groupe des Paysans, Artisans et Bourgeois;Membre;Union Démocratique du Centre;1979-11-25;1971-11-29;
FAUX;Johann Georg;Kreis;m;TG;CN;Gauche;Membre;Libéral;1863-05-25;1848-11-07;
FAUX;Kaspar L.;Krieg;m;SZ;CE;;Membre;Conservateurs;1849-09-02;1848-11-07;
FAUX;Kaspar L.;Krieg;m;SZ;CE;;Membre;Conservateurs;1852-11-02;1850-11-05;
FAUX;Marcel-René;Krügel;m;NE;CN;Groupe libéral-démocratique;Membre;Parti libéral suisse;1940-06-01;1933-09-28;
FAUX;Albert;Krummenacher;m;LU;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1970-06-01;
FAUX;Niklaus;Küchler;m;OW;CE;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1998-04-29;1986-06-02;
FAUX;Katrin;Kuhn;f;AG;CN;Groupe écologiste;Membre;Parti écologiste suisse;1999-12-05;1999-03-01;
FAUX;Charles-L.;Kuhn;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1886-03-02;1878-12-03;
FAUX;Niklaus;Kuhn;m;ZH;CN;Groupe AdI/PEP;Membre;Parti évangélique suisse;1991-11-24;1990-03-05;
FAUX;Josef;Kühne;m;SG;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1999-12-05;1995-12-04;
FAUX;Josef;Kühne;m;SG;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1995-12-03;1979-11-26;
FAUX;Karl;Kümin;m;SZ;CE;;Membre;Conservateurs;1905-12-03;1885-12-08;
FAUX;Albert;Kündig;m;ZH;CN;;Membre;Parti radical-démocratique suisse;1908-08-20;1891-12-08;
FAUX;Markus;Kündig;m;ZG;CE;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1994-12-16;1974-03-04;
FAUX;Roderich Albert;Kunkler;m;SG;CN;Gauche;Membre;Libéral;1886-01-02;1883-06-19;
FAUX;Joseph;Kuntschen;m;VS;CN;;Membre;Conservateurs;1921-03-01;1890-12-02;
FAUX;Joseph;Kuntschen;m;VS;CN;;Membre;Conservateurs;1921-03-01;1890-12-02;
FAUX;Joseph;Kuntschen;m;VS;CN;Groupe conservateur-catholique;Membre;Conservateurs;1947-11-30;1937-12-07;
FAUX;Joseph;Kuntschen;m;VS;CN;Groupe conservateur-catholique;Membre;Conservateurs;1935-12-01;1928-12-03;
FAUX;Joseph;Kuntschen;m;VS;CN;;Président(e);Conservateurs;1921-03-01;1890-12-02;
FAUX;Alois;Kunz;m;LU;CN;Groupe conservateur-catholique;Membre;Conservateurs;1955-12-04;1947-12-01;
FAUX;Josef;Kunz;m;LU;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2003-11-30;1995-12-04;
FAUX;Gottfried;Kunz;m;BE;CE;;Président(e);Parti radical-démocratique suisse;1919-11-01;1907-04-02;
FAUX;Paul;Kunz;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1955-12-04;1947-09-22;
FAUX;Josef;Kunz;m;LU;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Josef;Kunz;m;LU;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Gottfried;Kunz;m;BE;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1919-11-01;1907-04-02;
FAUX;Gottfried;Kunz;m;BE;CE;;Membre;Parti radical-démocratique suisse;1919-11-01;1907-04-02;
FAUX;Urs;Kunz;m;BE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1983-11-27;1975-12-01;
FAUX;Hans;Künzi;m;ZH;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1987-11-29;1971-11-29;
FAUX;Carl;Künzi;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1943-12-05;1939-03-21;
FAUX;Arnold;Künzli;m;AG;CN;Gauche;Membre;Démocrates;1865-06-02;1864-07-05;
FAUX;Arnold;Künzli;m;AG;CN;Gauche;Membre;Démocrates;1908-11-09;1869-12-07;
FAUX;Arnold;Künzli;m;AG;CN;Gauche;Membre;Démocrates;1908-11-09;1869-12-07;
FAUX;Arnold;Künzli;m;AG;CN;Gauche;Président(e);Démocrates;1908-11-09;1869-12-07;
FAUX;Alex;Kuprecht;m;SZ;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2011-12-04;2007-12-03;
FAUX;Alex;Kuprecht;m;SZ;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
VRAI;Alex;Kuprecht;m;SZ;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;;2015-11-30;
FAUX;Alex;Kuprecht;m;SZ;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2015-11-29;2011-12-05;
FAUX;Josef August;Kurer;m;SO;CN;Groupe conservateur-catholique;Membre;Conservateurs;1919-11-30;1917-12-03;
FAUX;Josef August;Kurer;m;SO;CN;Groupe conservateur-catholique;Membre;Conservateurs;1925-12-06;1922-12-04;
FAUX;Franz-Josef;Kurmann;m;LU;CN;Groupe conservateur-catholique sociale;Membre;Conservateurs;1971-11-28;1955-12-05;
FAUX;Franz-Josef;Kurmann;m;LU;CN;Groupe conservateur-catholique;Membre;Conservateurs;1971-11-28;1955-12-05;
FAUX;Franz-Josef;Kurmann;m;LU;CN;Groupe conservateur-catholique sociale;Président(e);Conservateurs;1971-11-28;1955-12-05;
FAUX;Paul;Kurrus;m;BL;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1999-12-06;
FAUX;Erwin E. H.;Kurz;m;AG;CN;;Président(e);Parti radical-démocratique suisse;1901-02-08;1881-12-06;
FAUX;Erwin E. H.;Kurz;m;AG;CN;;Membre;Parti radical-démocratique suisse;1901-02-08;1881-12-06;
FAUX;Chr. Albrecht;Kurz;m;BE;CE;Droite évangélique (cons. réf.);Membre;Conservateurs réformés;1854-12-04;1851-12-02;
FAUX;Chr. Albrecht;Kurz;m;BE;CN;Droite évangélique (cons. réf.);Membre;Conservateurs réformés;1864-04-04;1854-12-05;
FAUX;Erwin E. H.;Kurz;m;AG;CN;;Membre;Parti radical-démocratique suisse;1901-02-08;1881-12-06;
FAUX;Hermann;Kurz;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1955-12-04;1951-12-03;
FAUX;Werner;Kurzmeyer;m;LU;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1959-12-07;
FAUX;Philipp Gottlieb;Labhardt;m;TG;CN;Gauche;Membre;Libéral;1869-12-06;1865-07-04;
FAUX;Philipp Gottlieb;Labhardt;m;TG;CN;Gauche;Membre;Libéral;1851-12-01;1848-11-07;
FAUX;François;Lachat;m;JU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2003-11-30;1995-12-04;
FAUX;L. Adrien;Lachenal;m;GE;CF;;;Parti radical-démocratique suisse;1899-12-31;1892-12-16;
FAUX;L. Adrien;Lachenal;m;GE;CN;;Membre;Parti radical-démocratique suisse;1892-12-02;1884-12-02;
FAUX;L. Adrien;Lachenal;m;GE;CE;;Président(e);Parti radical-démocratique suisse;1918-06-29;1900-03-01;
FAUX;L. Adrien;Lachenal;m;GE;CN;;Membre;Parti radical-démocratique suisse;1892-12-02;1884-12-02;
FAUX;L. Adrien;Lachenal;m;GE;CE;;Membre;Parti radical-démocratique suisse;1918-06-29;1900-03-01;
FAUX;Adrien;Lachenal;m;GE;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1955-12-04;1951-12-03;
FAUX;L. Adrien;Lachenal;m;GE;CN;;Président(e);Parti radical-démocratique suisse;1892-12-02;1884-12-02;
FAUX;L. Adrien;Lachenal;m;GE;CE;;Membre;Parti radical-démocratique suisse;1884-09-02;1881-12-06;
FAUX;Adrien;Lachenal;m;GE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1951-12-02;1922-12-04;
FAUX;L. Adrien;Lachenal;m;GE;CE;;Membre;Parti radical-démocratique suisse;1918-06-29;1900-03-01;
FAUX;Anita;Lachenmeier-Thüring;f;BS;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Simon;Lack;m;SO;CE;Gauche;Membre;Libéral;1853-02-02;1849-04-17;
FAUX;Simon;Lack;m;SO;CN;Gauche;Membre;Libéral;1857-12-07;1854-07-04;
FAUX;Andreas;Laely;m;GR;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1935-03-03;1913-09-29;
FAUX;Andreas;Laely;m;GR;CE;Groupe radical-démocratique;Président(e);Parti radical-démocratique suisse;1935-03-03;1913-09-29;
FAUX;Andreas;Laely;m;GR;CE;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1935-03-03;1913-09-29;
FAUX;Arturo;Lafranchi;m;TI;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1962-06-01;1959-12-07;
FAUX;Juste-François;Lagier;m;VD;CN;;Membre;Parti radical-démocratique suisse;1914-01-04;1896-03-17;
FAUX;Maya;Lalive d'Epinay;f;SZ;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1999-12-06;
FAUX;Louis Constant;Lambelet;m;NE;CN;Gauche;Membre;Libéral;1860-12-03;1857-12-08;
FAUX;Louis Constant;Lambelet;m;NE;CN;Gauche;Membre;Libéral;1881-12-05;1869-12-07;
FAUX;Auguste;Lambelet;m;NE;CE;Gauche;Membre;Parti radical-démocratique suisse;1856-06-02;1855-07-03;
FAUX;Frédéric;Lambelet;m;NE;CN;Gauche;Membre;Parti radical-démocratique suisse;1854-12-04;1848-11-07;
FAUX;Frédéric;Lambelet;m;NE;CN;Gauche;Membre;Parti radical-démocratique suisse;1857-12-07;1855-07-03;
FAUX;Marius;Lampert;m;VS;CE;Groupe conservateur-catholique;Membre;Conservateurs;1975-11-30;1955-12-05;
FAUX;Marius;Lampert;m;VS;CE;Groupe démocrate-chrétien;Membre;Conservateurs;1975-11-30;1955-12-05;
FAUX;Marius;Lampert;m;VS;CE;Groupe démocrate-chrétien;Président(e);Conservateurs;1975-11-30;1955-12-05;
FAUX;Heinrich;Landis;m;ZH;CN;Centre;Membre;Libéral;1890-12-01;1878-12-03;
FAUX;Josef;Landolt;m;ZH;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1987-11-29;1978-11-27;
FAUX;Franz;Landolt;m;GL;CN;Groupe socialiste;Membre;Parti socialiste suisse;1965-07-08;1959-12-07;
FAUX;Martin;Landolt;m;GL;CN;Groupe BD;Membre;Parti bourgeois-démocratique suisse;2011-12-04;2009-03-02;
VRAI;Martin;Landolt;m;GL;CN;Groupe BD;Membre;Parti bourgeois-démocratique suisse;;2015-11-30;
FAUX;Martin;Landolt;m;GL;CN;Groupe BD;Membre;Parti bourgeois-démocratique suisse;2015-11-29;2011-12-05;
FAUX;Adolf;Landolt;m;BL;CN;Groupe socialiste;Membre;Parti socialiste suisse;1959-12-06;1959-06-15;
FAUX;Karl Anton;Landtwing;m;ZG;CE;Centre;Membre;Libéral;1871-06-02;1858-07-06;
FAUX;Josef;Lang;m;ZG;CN;Groupe des Verts;Membre;Alternative Canton de Zoug;2007-12-02;2003-12-01;
FAUX;Erwin;Lang;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1967-12-03;1965-09-20;
FAUX;Josef;Lang;m;ZG;CN;Groupe des Verts;Membre;Alternative Canton de Zoug;2011-12-04;2007-12-03;
FAUX;Louis;Lang;m;AG;CN;Groupe socialiste;Membre;Parti socialiste suisse;1969-06-01;1967-12-04;
FAUX;Jakob;Langenauer;m;AR;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1971-11-28;1955-12-05;
FAUX;Christiane;Langenberger;f;VD;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1999-12-05;1995-12-04;
FAUX;Christiane;Langenberger;f;VD;CE;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2003-11-30;1999-12-06;
FAUX;Christiane;Langenberger;f;VD;CN;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1995-12-03;1995-06-19;
FAUX;Christiane;Langenberger;f;VD;CE;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;2007-12-02;2003-12-01;
FAUX;Hedi;Lang-Gehri;f;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1983-06-01;1971-11-29;
FAUX;Ruben;Lanicca;m;GR;CN;Groupe démocrate;Membre;Démocrates;1947-11-30;1935-12-02;
FAUX;Fritz;Lanz;m;LU;CN;Groupe socialiste;Membre;Parti socialiste suisse;1991-11-24;1983-11-28;
FAUX;Hans;Lanz;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1928-12-02;1925-12-07;
FAUX;Elisabeth;Lardelli;f;GR;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;1975-11-30;1974-06-10;
FAUX;Albert;Lardelli;m;GR;CE;Groupe démocrate;Membre;Démocrates;1956-06-01;1935-06-03;
FAUX;Alois;Latour;m;GR;CE;Gauche;Membre;Libéral;1862-06-02;1861-07-02;
FAUX;Caspar;Latour;m;GR;CE;Gauche;Membre;Libéral;1857-10-02;1857-07-07;
FAUX;Caspar;Latour;m;GR;CN;Gauche;Membre;Libéral;1861-02-22;1857-12-08;
FAUX;Caspar;Latour;m;GR;CE;Gauche;Membre;Libéral;1855-06-02;1854-07-04;
FAUX;Alois;Latour;m;GR;CN;Gauche;Membre;Libéral;1869-12-06;1863-12-08;
FAUX;Alois;Latour;m;GR;CN;Gauche;Membre;Libéral;1851-12-01;1848-11-07;
FAUX;Alois;Latour;m;GR;CN;Gauche;Membre;Libéral;1857-12-07;1854-12-05;
FAUX;Otto;Laubacher;m;LU;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Otto;Laubacher;m;LU;CN;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2003-11-30;1999-12-06;
FAUX;Daniel;Lauber;m;VS;CE;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1991-11-24;1983-11-28;
FAUX;Oskar;Läuffer;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1925-12-06;1925-09-21;
FAUX;Oskar;Läuffer;m;BE;CN;Groupe socialiste;Membre;Parti socialiste suisse;1922-12-03;1920-09-20;
FAUX;Hubert;Lauper;m;FR;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2003-11-30;1995-12-04;
FAUX;Hans;Lauri;m;BE;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2007-12-02;2003-12-01;
FAUX;Hans;Lauri;m;BE;CE;Groupe de l'Union démocratique du Centre;Membre;Union Démocratique du Centre;2003-11-30;2001-06-05;
FAUX;Gottl. Ludwig;Lauterburg;m;BE;CN;Droite évangélique (cons. réf.);Membre;Conservateurs réformés;1860-12-03;1857-12-08;
FAUX;Walther;Leber;m;AG;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1967-12-03;1959-12-07;
FAUX;Elmar;Ledergerber;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1998-04-15;1995-12-04;
FAUX;Elmar;Ledergerber;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1995-12-03;1987-11-30;
FAUX;Ursula;Leemann;f;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1999-12-05;1995-12-04;
FAUX;Ursula;Leemann;f;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1995-12-03;1991-01-21;
FAUX;David;Legler;m;GL;CE;Groupe de politique sociale;Membre;Démocrates;1920-08-18;1914-06-02;
FAUX;David;Legler;m;GL;CN;;Membre;Démocrates;1914-06-01;1904-12-05;
FAUX;Samuel;Lehmann;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1872-12-02;1857-12-08;
FAUX;Johann Ulrich;Lehmann;m;BE;CE;Gauche;Membre;Parti radical-démocratique suisse;1865-02-02;1862-01-14;
FAUX;Johann Ulrich;Lehmann;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1854-12-04;1850-05-02;
FAUX;Markus;Lehmann;m;BS;CN;Groupe PDC-PEV;Membre;Parti démocrate-chrétien suisse;2015-11-29;2011-12-05;
FAUX;Innozenz;Lehner;m;VS;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1975-11-30;1967-06-05;
FAUX;Leo;Lejeune;m;BL;CN;Groupe socialiste;Membre;Parti socialiste suisse;1959-06-01;1955-12-05;
FAUX;Giuseppe;Lepori;m;TI;CF;;;Conservateurs;1959-12-31;1954-12-16;
FAUX;Mimi;Lepori Bonetti;f;TI;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1995-12-03;1993-11-29;
FAUX;Ariste;Lesquereux;m;NE;CE;Gauche;Membre;Parti radical-démocratique suisse;1863-07-02;1862-07-08;
FAUX;Hans;Letsch;m;AG;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1979-11-25;1971-11-29;
FAUX;Hans;Letsch;m;AG;CE;Groupe radical-libéral;Membre;Parti radical-démocratique suisse;1987-11-29;1979-11-26;
FAUX;Franz-Xaver;Leu;m;LU;CE;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1975-11-30;1966-06-06;
FAUX;Josef;Leu;m;LU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;1995-12-03;1991-11-25;
FAUX;Josef;Leu;m;LU;CN;Groupe conservateur-catholique sociale;Membre;Parti conservateur chrétien-social;1971-11-28;1959-12-07;
FAUX;Josef;Leu;m;LU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2006-06-30;2003-12-01;
FAUX;Josef;Leu;m;LU;CN;Groupe démocrate-chrétien;Membre;Parti démocrate-chrétien suisse;2003-11-30;1995-12-04;
FAUX;Auguste Alb.;Leuba;m;NE;CE;;Membre;Parti radical-démocratique suisse;1881-12-05;1880-11-30;
FAUX;F. Auguste;Leuba;m;NE;CN;Groupe radical-démocratique;Membre;Parti radical-démocratique suisse;1919-11-01;1913-12-01;
FAUX;Auguste Alb.;Leuba;m;NE;CN;;Membre;Parti radical-démocratique suisse;1884-03-21;1881-12-06;
FAUX;Jean-François;Leuba;m;VD;CN;Groupe libéral;Membre;Parti libéral suisse;1998-09-27;1995-12-04;
FAUX;Jean-François;Leuba;m;VD;CN;Groupe libéral;Membre;Parti libéral suisse;1995-12-03;1987-11-30;
FAUX;Ernst;Leuenberger;m;SO;CE;Groupe socialiste;Membre;Parti socialiste suisse;2003-11-30;1999-12-06;
FAUX;Hermann;Leuenberger;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1971-11-28;1939-12-04;
FAUX;Jakob;Leuenberger;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1871-05-25;1865-07-04;
FAUX;Ernst;Leuenberger;m;SO;CE;Groupe socialiste;Membre;Parti socialiste suisse;2007-12-02;2003-12-01;
FAUX;Ernst;Leuenberger;m;SO;CN;Groupe socialiste;Membre;Parti socialiste suisse;1995-12-03;1983-11-28;
FAUX;Ueli;Leuenberger;m;GE;CN;Groupe des Verts;Membre;Parti écologiste suisse;2015-11-29;2011-12-05;
FAUX;Ernst;Leuenberger;m;SO;CN;Groupe socialiste;Membre;Parti socialiste suisse;1999-12-05;1995-12-04;
FAUX;Jakob;Leuenberger;m;BE;CE;Gauche;Membre;Parti radical-démocratique suisse;1861-12-02;1860-12-04;
FAUX;Ernst;Leuenberger;m;SO;CE;Groupe socialiste;Membre;Parti socialiste suisse;2009-06-30;2007-12-03;
FAUX;Ueli;Leuenberger;m;GE;CN;Groupe des Verts;Membre;Parti écologiste suisse;2011-12-04;2007-12-03;
FAUX;Ueli;Leuenberger;m;GE;CN;Groupe écologiste;Membre;Parti écologiste suisse;2003-11-30;2003-06-02;
FAUX;Jakob;Leuenberger;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1857-12-07;1855-06-02;
FAUX;Moritz;Leuenberger;m;ZH;CF;;;Parti socialiste suisse;2010-10-31;1995-09-27;
FAUX;Rudolf;Leuenberger;m;BE;CN;Gauche;Membre;Parti radical-démocratique suisse;1887-12-05;1875-12-07;
FAUX;Moritz;Leuenberger;m;ZH;CN;Groupe socialiste;Membre;Parti socialiste suisse;1995-09-27;1979-11-26;
FAUX;Jakob;Leuenberger;m;BE;CN;Groupe des Paysans, Artisans et Bourgeois;Membre;Paysans, Artisans et Bourgeois;1925-12-06;1922-12-04;
